635.000000 360.000000 2.870221 17.769690 360.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 345.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 330.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 315.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 300.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 285.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 270.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 255.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 240.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 225.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 210.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 195.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 180.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 165.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 150.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 135.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 120.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 105.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 90.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 75.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 60.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
635.000000 360.000000 2.870221 17.769690 50.000000 0.417365 625.000000 350.000000
