635.000000 360.000000 10.134305 11.058747 400.354584
645.134277 371.058746 10.134305 11.058747 400.354584
655.268555 382.117493 10.134305 11.058747 400.354584
665.402832 393.176239 10.134305 11.058747 400.354584
675.537109 404.234985 10.134305 11.058747 400.354584
685.671387 415.293732 10.134305 11.058747 400.354584
695.805664 426.352478 10.134305 11.058747 400.354584
705.939941 437.411224 10.134305 11.058747 400.354584
716.074219 448.469971 10.134305 11.058747 400.354584
726.208496 459.528717 10.134305 11.058747 400.354584
736.342773 470.587463 10.134305 11.058747 400.354584
746.477051 481.646210 10.134305 11.058747 400.354584
756.611328 492.704956 10.134305 11.058747 400.354584
766.745605 503.763702 10.134305 11.058747 400.354584
776.879883 514.822449 10.134305 11.058747 400.354584
787.014160 525.881226 10.134305 11.058747 400.354584
797.148438 536.940002 10.134305 11.058747 400.354584
807.282715 547.998779 10.134305 11.058747 400.354584
817.416992 559.057556 10.134305 11.058747 400.354584
827.551270 570.116333 10.134305 11.058747 400.354584
837.685547 581.175110 10.134305 11.058747 400.354584
847.819824 592.233887 10.134305 11.058747 400.354584
857.954102 603.292664 10.134305 11.058747 400.354584
868.088379 614.351440 10.134305 11.058747 400.354584
878.222656 625.410217 10.134305 11.058747 400.354584
888.356934 636.468994 10.134305 11.058747 400.354584
898.491211 647.527771 10.134305 11.058747 400.354584
908.625488 658.586548 10.134305 11.058747 400.354584
918.759766 669.645325 10.134305 11.058747 400.354584
928.894043 680.704102 10.134305 11.058747 400.354584
939.028320 691.762878 10.134305 11.058747 400.354584
949.162598 702.821655 10.134305 11.058747 400.354584
959.296875 710.000000 10.134305 11.058747 400.354584
969.431152 698.941223 10.134305 -11.058747 400.354584
979.565430 687.882446 10.134305 -11.058747 400.354584
989.699707 676.823669 10.134305 -11.058747 400.354584
999.833984 665.764893 10.134305 -11.058747 400.354584
1009.968262 654.706116 10.134305 -11.058747 400.354584
1020.102539 643.647339 10.134305 -11.058747 400.354584
1030.236816 632.588562 10.134305 -11.058747 400.354584
1040.371094 621.529785 10.134305 -11.058747 400.354584
1050.505371 610.471008 10.134305 -11.058747 400.354584
1060.639648 599.412231 10.134305 -11.058747 400.354584
1070.773926 588.353455 10.134305 -11.058747 400.354584
1080.908203 577.294678 10.134305 -11.058747 400.354584
1091.042480 566.235901 10.134305 -11.058747 400.354584
1101.176758 555.177124 10.134305 -11.058747 400.354584
1111.311035 544.118347 10.134305 -11.058747 400.354584
1121.445312 533.059570 10.134305 -11.058747 400.354584
1131.579590 522.000793 10.134305 -11.058747 400.354584
1141.713867 510.942047 10.134305 -11.058747 400.354584
1151.848145 499.883301 10.134305 -11.058747 400.354584
1161.982422 488.824554 10.134305 -11.058747 400.354584
1172.116699 477.765808 10.134305 -11.058747 400.354584
1182.250977 466.707062 10.134305 -11.058747 400.354584
1192.385254 455.648315 10.134305 -11.058747 400.354584
1202.519531 444.589569 10.134305 -11.058747 400.354584
1212.653809 433.530823 10.134305 -11.058747 400.354584
1222.788086 422.472076 10.134305 -11.058747 400.354584
1232.922363 411.413330 10.134305 -11.058747 400.354584
